"","specimen_id","age_in_days","sex","pipeline_name","pipeline_stable_id","procedure_name","procedure_stable_id","procedure_group","parameter_name","parameter_stable_id","category"
"72","23ae9db3acb295e9ce4c84c8f4caec09",558,"male","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"73","e618340ba1a9a94cf2ed82049fe1a163",551,"male","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"74","8fa54af32bba57b2c785b19f6d5d2d22",554,"male","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"75","e3cba698d82f9cc2ecb675feeb6c59c5",563,"female","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"76","9be25c73b3dd3099eb7456e7cd18e682",549,"male","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"77","f6f5eda7e1b6419ffc762dc47bd34713",429,"female","GMC late adult (53 weeks)","HMGULA_001","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"78","5d6174c22697755eeb4eb2756d61cc84",441,"male","GMC late adult (53 weeks)","HMGULA_001","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"79","bd96e562571e6673df379f38a87f9a02",562,"female","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"80","bdb0eaf04503e186c927aecd5dc196cd",432,"male","GMC late adult (53 weeks)","HMGULA_001","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"81","fc5ef40e1910e91213329aedbda87f8e",540,"male","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"82","82d156453b4291865e784a95a6a458ef",559,"female","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"83","997c8fb33567f16c62253ecb9216eb44",439,"male","GMC late adult (53 weeks)","HMGULA_001","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"84","061e3ea83d8a68f094248fa10c270e80",560,"male","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"85","7c4535bb7470ccebf5049cdbd58368fa",558,"female","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"86","07d8d2e6ba2453970221da0fc948b72c",559,"female","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"87","71dcfd15bbc585d39c4ff51a2c7dd1c8",563,"female","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"88","628b04c83216dde50339b3c78baa668f",440,"male","GMC late adult (53 weeks)","HMGULA_001","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"89","97e444f70e0264eb4b2f8321abb509ee",429,"female","GMC late adult (53 weeks)","HMGULA_001","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"90","9a2ecaa88eae0b7ef140c1aa1d9e4976",560,"female","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"91","f3fbb89777a08737690385c97dd9bdaa",552,"female","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"92","e4712e6fe63842e0cef59cd56664edfe",440,"female","GMC late adult (53 weeks)","HMGULA_001","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"93","85b850da280ae89455dac32f5c25de72",563,"male","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"94","661096ab3fd600b818da32f012e7716d",557,"female","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
