"","specimen_id","age_in_days","sex","pipeline_name","pipeline_stable_id","procedure_name","procedure_stable_id","procedure_group","parameter_name","parameter_stable_id","text_value"
"31","f2ddebf55c82adf6b017227ab91816d5",430,"female","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"32","c33d110963c1154042c69372418706e3",429,"male","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"33","499fb8e38cfe0d84127751c0a05c47e5",429,"male","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"34","679d54defa1baadd27c6717b469a3394",430,"female","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"35","8e0710da139af2bd8a5120b06a8265c6",434,"male","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"36","d64127dab7b6aee133ba67a30bb33085",433,"female","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"37","c657d8db2636c0be241fd52989cb9d91",428,"female","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"38","4389fc850ef338744fb4ce7c767e9ef2",434,"female","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"39","49b4ae3db82fb8d66751b62cd9ebbb47",434,"male","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"40","62d5a599b957469e9d90edf534365ce9",429,"male","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"41","b31d0148c4192a7f1c8e184d9f3ab9a0",429,"male","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"42","d637ba26ed77902014a7cc7dd9480c46",427,"female","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"43","edfb9002e631256a7d614d43e5d1a844",428,"male","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"44","066a0933b1697819c0e2a3b077901bb4",427,"male","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"45","1c2b6b40b5371a5adc590891cc1b34ba",432,"male","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"46","89b4e501edbdf4071e0c22bfa857729f",434,"male","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"47","c5d55e039e060dc48fb880b9b3cf2711",434,"female","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"48","cd8c31c56b143559ae109043f5598920",427,"male","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"49","bfb02a51eb558ec56c53bbeb7c23184d",431,"male","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"50","1ad43289469c20d7d8d420be8e91543f",428,"female","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"51","e388cef0d6871a5828004a84c4ed8c81",429,"female","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"52","be996a2a71816e43693571ce11968677",433,"male","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"53","d03e0774913267e83a4739119f88c440",432,"female","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"54","5ce5bd2061697b5ccb71e2fe0acf2369",427,"female","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"55","628b04c83216dde50339b3c78baa668f",433,"male","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"56","66c6415886edf2d54bf32733f75ea835",433,"female","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"57","a1928c217f083995ac5676b69ff5f481",429,"male","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"58","844ef2ab3bd8bb933f55a87838375606",429,"female","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"59","97e444f70e0264eb4b2f8321abb509ee",423,"female","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"60","32046c267520a34f8b108488499d6c72",429,"female","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"61","54ec5f249f3583d2e8c46ba2cb09d01f",427,"female","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"62","a9aa43a738c873f25915ae70a27ec414",431,"male","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"63","f9ad9327a4d154239961d4e834794768",429,"female","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"64","b68992d108ad925c5a785b8998e3fb8f",431,"male","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"65","e2091e9f50d2b40008cdec736cc0f574",428,"male","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"66","dd573c4f275b6f22466daeaec69e4243",433,"male","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"67","47c9414d7c6b775ded7ad8e8eda4c9dd",422,"female","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"68","14e93ecfbbf4e0b4084b0f2df63de50e",434,"male","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"69","e4712e6fe63842e0cef59cd56664edfe",434,"female","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"70","8e59c87ab994a65a4a287c7474608aa6",424,"female","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"71","4b8cf9eaf1f7d8b3666cdb495aa8c07f",430,"female","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"72","e2acc0922ca0b608b56cb2e61bd63629",425,"male","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"73","5ad45eb12207f201973c1045809ad8cc",428,"female","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"74","6f916a32914c5c06dc0410c5818fce00",425,"female","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"75","2847788f06da3b2c344b7a564b2aa6cd",430,"female","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"76","ea364f316f67f6749b53feacf93e5b03",429,"male","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"77","3ab75a21b879360b1d4afecf58acb777",425,"male","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"78","e1fdb2e77dec5fa5577037949c8f32b5",429,"female","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"79","79436b48adadc0641d211bdeea2459c7",426,"female","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"80","e7f5332e47e85cac2be49eae78d2bac4",430,"female","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"81","82250d6364e5cab4ddd84ed9424eeb66",429,"male","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"82","1cdc1a05c87bcadf354de8dbc820c56e",424,"female","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
"83","37392c5b262ca4031a1d9076483ff17b",428,"female","GMC late adult (53 weeks)","HMGULA_001","X-ray","HMGULA_XRY_001","HMGULA_XRY","Alive","HMGULA_XRY_035_001","Alive"
